spname,spindex,totalarea,reservedarea,excludedarea,targetarea,totalocc,reservedocc,excludedocc,targetocc
2211116,521,136759,0,0,0,1,0,0,0
2211115,522,1.14082e+06,0,0,0,2,0,0,0
2201296,523,7.28849e+07,0,0,0,28,0,0,0
2201282,524,2.59276e+06,0,0,0,2,0,0,0
2201274,525,1.54884e+07,0,0,0,11,0,0,0
2201273,526,795093,0,0,0,3,0,0,0
2201272,527,4.03156e+07,0,0,0,13,0,0,0
2201271,528,3.7457e+07,0,0,0,9,0,0,0
2201270,529,2.20722e+07,0,0,0,23,0,0,0
2201268,530,2.54111e+06,0,0,0,7,0,0,0
2201265,531,4.06269e+06,0,0,0,5,0,0,0
2201256,532,2.29549e+07,0,0,0,35,0,0,0
2201254,533,8.16421e+07,0,0,0,73,0,0,0
2201252,534,3.71732e+07,0,0,0,51,0,0,0
2201251,535,4.35354e+06,0,0,0,15,0,0,0
2201248,536,1.39562e+06,0,0,0,11,0,0,0
2201246,537,1.02593e+06,0,0,0,4,0,0,0
2201245,538,3.10269e+06,0,0,0,5,0,0,0
2201240,539,1.17605e+06,0,0,0,3,0,0,0
2201212,540,3.68423e+06,0,0,0,11,0,0,0
2201210,541,4.712e+06,0,0,0,5,0,0,0
2201209,542,8.4417e+06,0,0,0,16,0,0,0
2201208,543,131151,0,0,0,4,0,0,0
2201204,544,4.55001e+06,0,0,0,6,0,0,0
2201197,545,1.09274e+07,0,0,0,4,0,0,0
2201194,546,6.39066e+06,0,0,0,8,0,0,0
2201190,547,7.06504e+06,0,0,0,9,0,0,0
2201169,548,3.42913e+07,0,0,0,10,0,0,0
2201168,549,4.82187e+07,0,0,0,20,0,0,0
2201167,550,4.52272e+07,0,0,0,23,0,0,0
2201166,551,1.79579e+07,0,0,0,15,0,0,0
2201165,552,3.45044e+07,0,0,0,18,0,0,0
2201161,553,4.36814e+06,0,0,0,3,0,0,0
2201160,554,2.03307e+06,0,0,0,4,0,0,0
2201159,555,240031,0,0,0,3,0,0,0
2201158,556,155574,0,0,0,1,0,0,0
2201156,557,1.78886e+06,0,0,0,4,0,0,0
2201155,558,8.46993e+06,0,0,0,6,0,0,0
2201150,559,3.609e+06,0,0,0,8,0,0,0
2201147,560,378626,0,0,0,3,0,0,0
2201118,561,2.82682e+07,0,0,0,9,0,0,0
2201117,562,866438,0,0,0,1,0,0,0
2201116,563,1.66622e+07,0,0,0,10,0,0,0
2201115,564,1.15765e+07,0,0,0,10,0,0,0
2201113,565,4.42223e+06,0,0,0,3,0,0,0
2201111,566,4.54284e+06,0,0,0,8,0,0,0
2201108,567,1.24036e+06,0,0,0,3,0,0,0
2201106,568,2.38659e+06,0,0,0,1,0,0,0
2201104,569,586005,0,0,0,2,0,0,0
2201102,570,6.01942e+07,0,0,0,27,0,0,0
2201100,571,6.85946e+06,0,0,0,3,0,0,0
2191296,572,2.69189e+07,0,0,0,25,0,0,0
2191292,573,1.07569e+07,0,0,0,4,0,0,0
2191275,574,148589,0,0,0,1,0,0,0
2191274,575,1.46217e+07,0,0,0,28,0,0,0
2191272,576,1.36741e+07,0,0,0,13,0,0,0
2191271,577,8.89906e+06,0,0,0,1,0,0,0
2191270,578,4.07614e+07,0,0,0,45,0,0,0
2191269,579,2.45133e+07,0,0,0,9,0,0,0
2191268,580,5.2239e+06,0,0,0,12,0,0,0
2191256,581,8.2672e+06,0,0,0,25,0,0,0
2191254,582,3.56671e+07,0,0,0,37,0,0,0
2191252,583,1.49222e+07,0,0,0,25,0,0,0
2191251,584,2.15441e+06,0,0,0,9,0,0,0
2191249,585,118870,0,0,0,3,0,0,0
2191248,586,1.55652e+07,0,0,0,40,0,0,0
2191247,587,1.41531e+07,0,0,0,6,0,0,0
2191246,588,1.16152e+07,0,0,0,22,0,0,0
2191245,589,4.53162e+07,0,0,0,49,0,0,0
2191244,590,12610,0,0,0,1,0,0,0
2191240,591,1.94812e+07,0,0,0,28,0,0,0
2191235,592,3.31013e+06,0,0,0,9,0,0,0
2191234,593,573757,0,0,0,2,0,0,0
2191233,594,7.45828e+06,0,0,0,1,0,0,0
2191232,595,2.31281e+06,0,0,0,2,0,0,0
2191230,596,2.08296e+07,0,0,0,55,0,0,0
2191229,597,7.6763e+06,0,0,0,9,0,0,0
2191228,598,3.88013e+06,0,0,0,12,0,0,0
2191227,599,2.28648e+07,0,0,0,38,0,0,0
2191224,600,1.56441e+06,0,0,0,2,0,0,0
2191223,601,1.10238e+06,0,0,0,2,0,0,0
2191222,602,4.55289e+06,0,0,0,6,0,0,0
2191221,603,1.60597e+06,0,0,0,4,0,0,0
2191219,604,1.02141e+06,0,0,0,4,0,0,0
2191216,605,26120.9,0,0,0,1,0,0,0
2191194,606,1.7427e+07,0,0,0,39,0,0,0
2191190,607,4.90523e+06,0,0,0,5,0,0,0
2191157,608,459288,0,0,0,3,0,0,0
2191155,609,1.72258e+07,0,0,0,8,0,0,0
2191154,610,6.24802e+06,0,0,0,6,0,0,0
2191149,611,2.14599e+06,0,0,0,6,0,0,0
2191147,612,5.93199e+06,0,0,0,4,0,0,0
2191146,613,406143,0,0,0,2,0,0,0
2191118,614,5.10231e+07,0,0,0,46,0,0,0
2191116,615,2.8439e+07,0,0,0,23,0,0,0
2191115,616,7.19199e+07,0,0,0,41,0,0,0
2191113,617,2.9526e+07,0,0,0,20,0,0,0
2191111,618,3.12707e+07,0,0,0,25,0,0,0
2191108,619,2.91015e+06,0,0,0,12,0,0,0
2191107,620,1.29753e+07,0,0,0,6,0,0,0
2191106,621,3.75983e+07,0,0,0,31,0,0,0
2191103,622,208960,0,0,0,2,0,0,0
2191102,623,7.30823e+06,0,0,0,16,0,0,0
2181774,624,1.46948e+07,0,0,0,26,0,0,0
2181772,625,1.65431e+07,0,0,0,23,0,0,0
2181771,626,80098.1,0,0,0,1,0,0,0
2181703,627,2.15338e+06,0,0,0,2,0,0,0
2181700,628,689595,0,0,0,3,0,0,0
2181696,629,873895,0,0,0,2,0,0,0
2181693,630,76421.1,0,0,0,2,0,0,0
2181687,631,1.04652e+06,0,0,0,3,0,0,0
2181619,632,4.62664e+06,0,0,0,15,0,0,0
2181617,633,63818.7,0,0,0,1,0,0,0
2181616,634,507258,0,0,0,4,0,0,0
2181611,635,763960,0,0,0,2,0,0,0
2181605,636,120693,0,0,0,1,0,0,0
2181565,637,117800,0,0,0,2,0,0,0
2181527,638,4.79634e+06,0,0,0,11,0,0,0
2181523,639,1.36991e+06,0,0,0,5,0,0,0
2181521,640,2.2766e+07,0,0,0,26,0,0,0
2181519,641,1.32426e+07,0,0,0,20,0,0,0
2181518,642,390252,0,0,0,3,0,0,0
2181515,643,1.23723e+06,0,0,0,6,0,0,0
2181512,644,163665,0,0,0,2,0,0,0
2171256,645,4.24316e+06,0,0,0,4,0,0,0
2171254,646,5.15901e+06,0,0,0,5,0,0,0
2171252,647,3.7059e+06,0,0,0,5,0,0,0
1311274,648,934983,0,0,0,2,0,0,0
1311272,649,2.57129e+06,0,0,0,3,0,0,0
1311270,650,9.82604e+06,0,0,0,25,0,0,0
1311268,651,1.80915e+06,0,0,0,6,0,0,0
1311262,652,1.81121e+06,0,0,0,4,0,0,0
1311260,653,1.57301e+06,0,0,0,3,0,0,0
1311256,654,6.21586e+06,0,0,0,14,0,0,0
1311254,655,2.31313e+07,0,0,0,35,0,0,0
1311253,656,1.71718e+06,0,0,0,2,0,0,0
1311252,657,5.06725e+06,0,0,0,19,0,0,0
1311251,658,3.09729e+06,0,0,0,5,0,0,0
1311248,659,1.19004e+07,0,0,0,58,0,0,0
1311245,660,1.63758e+06,0,0,0,11,0,0,0
1311240,661,5.50409e+06,0,0,0,15,0,0,0
1311230,662,698145,0,0,0,3,0,0,0
1311227,663,870572,0,0,0,6,0,0,0
1311222,664,1.20119e+06,0,0,0,4,0,0,0
1311212,665,3.63116e+06,0,0,0,36,0,0,0
1311210,666,17072.4,0,0,0,1,0,0,0
1311209,667,1.17501e+07,0,0,0,21,0,0,0
1311204,668,5.30084e+06,0,0,0,11,0,0,0
1311198,669,354298,0,0,0,3,0,0,0
1311194,670,6.29912e+06,0,0,0,29,0,0,0
1311143,671,531862,0,0,0,3,0,0,0
1311141,672,1.22932e+06,0,0,0,3,0,0,0
1311118,673,1.03017e+07,0,0,0,15,0,0,0
1311116,674,1.52846e+07,0,0,0,26,0,0,0
1311115,675,5.04059e+07,0,0,0,34,0,0,0
1311113,676,2.03701e+07,0,0,0,30,0,0,0
1311111,677,1.86558e+07,0,0,0,33,0,0,0
1311109,678,1.24796e+06,0,0,0,2,0,0,0
1311108,679,472638,0,0,0,5,0,0,0
1311106,680,4.07694e+06,0,0,0,8,0,0,0
1311102,681,7.81527e+06,0,0,0,13,0,0,0
1291297,682,2.16497e+07,0,0,0,10,0,0,0
1291296,683,2.67796e+07,0,0,0,23,0,0,0
1291274,684,4.88522e+06,0,0,0,6,0,0,0
1291272,685,46833.9,0,0,0,3,0,0,0
1291270,686,439413,0,0,0,4,0,0,0
1291268,687,1.70945e+06,0,0,0,4,0,0,0
1291256,688,3.88237e+06,0,0,0,21,0,0,0
1291254,689,6.33622e+07,0,0,0,96,0,0,0
1291253,690,367382,0,0,0,3,0,0,0
1291252,691,8.81053e+07,0,0,0,106,0,0,0
1291251,692,180987,0,0,0,2,0,0,0
1291250,693,7.35522e+06,0,0,0,7,0,0,0
1291248,694,682670,0,0,0,4,0,0,0
1291245,695,5.51043e+06,0,0,0,16,0,0,0
1291240,696,1.74549e+06,0,0,0,6,0,0,0
1291209,697,1.10035e+06,0,0,0,5,0,0,0
1291208,698,24310.8,0,0,0,2,0,0,0
1291194,699,72956.8,0,0,0,5,0,0,0
1291118,700,3.84273e+06,0,0,0,7,0,0,0
1291115,701,2.10895e+06,0,0,0,6,0,0,0
1291111,702,5.61062e+10,0,0,0,1420,0,0,0
500115,703,1.66262e+08,0,0,0,18,0,0,0
500114,704,4.36195e+10,0,0,0,1229,0,0,0
400520,705,7.05312e+08,0,0,0,89,0,0,0
400516,706,2.88612e+06,0,0,0,3,0,0,0
400512,707,6.73194e+09,0,0,0,235,0,0,0
400420,708,1.12149e+10,0,0,0,351,0,0,0
400416,709,2.96648e+09,0,0,0,126,0,0,0
400413,710,5.05597e+07,0,0,0,7,0,0,0
400412,711,3.68169e+10,0,0,0,945,0,0,0
400410,712,1.10274e+08,0,0,0,21,0,0,0
400316,713,7.08543e+09,0,0,0,347,0,0,0
400313,714,1.15579e+07,0,0,0,3,0,0,0
400312,715,8.01053e+10,0,0,0,1875,0,0,0
400310,716,1.33083e+09,0,0,0,48,0,0,0
400218,717,2.48529e+08,0,0,0,10,0,0,0
400216,718,1.93706e+10,0,0,0,651,0,0,0
400215,719,3.97708e+07,0,0,0,3,0,0,0
400214,720,8.13677e+08,0,0,0,100,0,0,0
400212,721,1.20845e+10,0,0,0,428,0,0,0
400116,722,2.73241e+09,0,0,0,269,0,0,0
400115,723,1.13863e+09,0,0,0,85,0,0,0
400114,724,5.27296e+10,0,0,0,1384,0,0,0
400112,725,4.31823e+10,0,0,0,1816,0,0,0
300720,726,1.98208e+07,0,0,0,10,0,0,0
300719,727,2.97228e+10,0,0,0,848,0,0,0
300716,728,2.72318e+08,0,0,0,80,0,0,0
300620,729,6.10678e+09,0,0,0,202,0,0,0
300619,730,1.51873e+10,0,0,0,738,0,0,0
300618,731,1.46991e+08,0,0,0,11,0,0,0
300616,732,5.89206e+09,0,0,0,354,0,0,0
300610,733,1.23847e+09,0,0,0,91,0,0,0
300520,734,3.41406e+09,0,0,0,199,0,0,0
300519,735,6.82801e+07,0,0,0,8,0,0,0
300518,736,4.91146e+08,0,0,0,19,0,0,0
300517,737,5.94368e+08,0,0,0,53,0,0,0
300516,738,1.61925e+10,0,0,0,711,0,0,0
300513,739,9.52986e+06,0,0,0,6,0,0,0
300511,740,3.82827e+08,0,0,0,41,0,0,0
300510,741,5.68157e+09,0,0,0,210,0,0,0
300420,742,2.40179e+07,0,0,0,4,0,0,0
300418,743,7.5105e+06,0,0,0,8,0,0,0
300417,744,1.18645e+10,0,0,0,401,0,0,0
300416,745,2.74313e+10,0,0,0,1133,0,0,0
300414,746,4569.81,0,0,0,1,0,0,0
300413,747,2.46329e+09,0,0,0,155,0,0,0
300411,748,1.35678e+09,0,0,0,95,0,0,0
300410,749,1.93642e+09,0,0,0,159,0,0,0
300318,750,1.05109e+09,0,0,0,48,0,0,0
300317,751,9.29135e+08,0,0,0,86,0,0,0
300316,752,2.78484e+10,0,0,0,1187,0,0,0
300314,753,2.20071e+07,0,0,0,4,0,0,0
300313,754,2.33136e+09,0,0,0,141,0,0,0
300310,755,9.80312e+09,0,0,0,485,0,0,0
300218,756,8.39837e+08,0,0,0,46,0,0,0
300217,757,6.04871e+07,0,0,0,6,0,0,0
300216,758,5.79414e+10,0,0,0,1943,0,0,0
300215,759,9.93987e+08,0,0,0,72,0,0,0
300214,760,5.04382e+09,0,0,0,473,0,0,0
300213,761,1.28103e+09,0,0,0,73,0,0,0
300210,762,1.06274e+10,0,0,0,428,0,0,0
300118,763,8.05843e+08,0,0,0,41,0,0,0
300116,764,1.31236e+10,0,0,0,915,0,0,0
300115,765,9.71486e+08,0,0,0,99,0,0,0
300114,766,4.13517e+10,0,0,0,1473,0,0,0
300113,767,3.10721e+08,0,0,0,17,0,0,0
300110,768,1.26883e+10,0,0,0,734,0,0,0
221197,769,1.44783e+08,0,0,0,40,0,0,0
220199,770,4.31727e+07,0,0,0,13,0,0,0
220197,771,4.26726e+08,0,0,0,43,0,0,0
220187,772,4.83384e+06,0,0,0,3,0,0,0
220186,773,1.939e+06,0,0,0,4,0,0,0
220184,774,500886,0,0,0,2,0,0,0
220181,775,3.7345e+06,0,0,0,4,0,0,0
220179,776,162473,0,0,0,1,0,0,0
220176,777,6.56104e+06,0,0,0,4,0,0,0
220173,778,1.3997e+09,0,0,0,130,0,0,0
219197,779,5.37654e+08,0,0,0,42,0,0,0
219164,780,185532,0,0,0,1,0,0,0
219163,781,141385,0,0,0,4,0,0,0
219160,782,99971.2,0,0,0,1,0,0,0
219155,783,2.5043e+06,0,0,0,7,0,0,0
219153,784,4.0776e+07,0,0,0,8,0,0,0
219151,785,588116,0,0,0,2,0,0,0
219149,786,576410,0,0,0,2,0,0,0
219146,787,1.55435e+06,0,0,0,4,0,0,0
219144,788,1.19345e+07,0,0,0,7,0,0,0
219142,789,338586,0,0,0,3,0,0,0
219141,790,5.14009e+06,0,0,0,8,0,0,0
219137,791,7.65442e+09,0,0,0,452,0,0,0
217181,792,355058,0,0,0,1,0,0,0
217176,793,443149,0,0,0,1,0,0,0
217173,794,235507,0,0,0,1,0,0,0
217166,795,337546,0,0,0,4,0,0,0
217165,796,1.31842e+07,0,0,0,12,0,0,0
217164,797,8.48231e+06,0,0,0,6,0,0,0
217163,798,659853,0,0,0,13,0,0,0
217156,799,898.108,0,0,0,1,0,0,0
217155,800,6.27426e+07,0,0,0,23,0,0,0
217153,801,2.85955e+08,0,0,0,21,0,0,0
217151,802,1.9848e+07,0,0,0,21,0,0,0
217149,803,1.78561e+07,0,0,0,10,0,0,0
217144,804,1.22421e+08,0,0,0,28,0,0,0
217141,805,3.02763e+07,0,0,0,31,0,0,0
217137,806,9.32299e+08,0,0,0,75,0,0,0
200720,807,8.02778e+08,0,0,0,32,0,0,0
200719,808,1.05675e+09,0,0,0,38,0,0,0
200620,809,1.4086e+09,0,0,0,67,0,0,0
200619,810,2.13966e+09,0,0,0,118,0,0,0
200520,811,2.82806e+08,0,0,0,34,0,0,0
200519,812,5.47769e+08,0,0,0,78,0,0,0
200516,813,5.40225e+07,0,0,0,7,0,0,0
200513,814,2.63242e+06,0,0,0,3,0,0,0
200510,815,2.85838e+07,0,0,0,11,0,0,0
200417,816,1.24754e+09,0,0,0,92,0,0,0
200416,817,1.25643e+09,0,0,0,119,0,0,0
200413,818,1.21886e+09,0,0,0,61,0,0,0
200411,819,5.50594e+08,0,0,0,47,0,0,0
200410,820,6.15297e+09,0,0,0,353,0,0,0
200317,821,1.36789e+10,0,0,0,478,0,0,0
200316,822,8.70242e+09,0,0,0,635,0,0,0
200313,823,1.45754e+09,0,0,0,112,0,0,0
200311,824,1.8958e+09,0,0,0,122,0,0,0
200310,825,1.45015e+10,0,0,0,708,0,0,0
200218,826,1.26626e+09,0,0,0,52,0,0,0
200217,827,1.15246e+10,0,0,0,379,0,0,0
200216,828,6.10504e+10,0,0,0,2148,0,0,0
200215,829,8.74005e+08,0,0,0,61,0,0,0
200214,830,2.19641e+09,0,0,0,481,0,0,0
200213,831,1.48275e+09,0,0,0,77,0,0,0
200211,832,3.07271e+08,0,0,0,21,0,0,0
200210,833,2.97745e+10,0,0,0,1155,0,0,0
200117,834,5.59298e+08,0,0,0,39,0,0,0
200116,835,6.12005e+09,0,0,0,945,0,0,0
200115,836,5.50008e+08,0,0,0,71,0,0,0
200114,837,1.8499e+10,0,0,0,1157,0,0,0
200113,838,3.39722e+07,0,0,0,8,0,0,0
200110,839,6.23546e+09,0,0,0,333,0,0,0
131199,840,7.40736e+06,0,0,0,3,0,0,0
131197,841,7.17779e+09,0,0,0,335,0,0,0
130166,842,5394.9,0,0,0,1,0,0,0
130164,843,2.32893e+06,0,0,0,8,0,0,0
130163,844,1.44329e+06,0,0,0,29,0,0,0
130155,845,8.27863e+07,0,0,0,41,0,0,0
130153,846,5.90248e+08,0,0,0,39,0,0,0
130151,847,1.71682e+07,0,0,0,34,0,0,0
130149,848,5.95308e+07,0,0,0,33,0,0,0
130144,849,1.73111e+08,0,0,0,48,0,0,0
130143,850,885926,0,0,0,5,0,0,0
130142,851,1.83257e+07,0,0,0,11,0,0,0
130141,852,4.04208e+07,0,0,0,48,0,0,0
130137,853,1.98707e+06,0,0,0,9,0,0,0
130136,854,1.3006e+08,0,0,0,35,0,0,0
130135,855,1.38246e+07,0,0,0,16,0,0,0
130134,856,5.38963e+06,0,0,0,6,0,0,0
130133,857,1.10755e+09,0,0,0,37,0,0,0
130132,858,1.2701e+09,0,0,0,117,0,0,0
129197,859,1.9776e+07,0,0,0,12,0,0,0
129195,860,1.03893e+07,0,0,0,2,0,0,0
129183,861,1.90877e+06,0,0,0,2,0,0,0
129166,862,22508.1,0,0,0,1,0,0,0
129163,863,126046,0,0,0,2,0,0,0
129155,864,1.11829e+07,0,0,0,5,0,0,0
129153,865,4.00097e+07,0,0,0,6,0,0,0
129151,866,3.76814e+07,0,0,0,7,0,0,0
129149,867,404255,0,0,0,2,0,0,0
129146,868,1.37288e+07,0,0,0,4,0,0,0
129144,869,6.45109e+06,0,0,0,7,0,0,0
129142,870,491611,0,0,0,1,0,0,0
129141,871,1.91494e+09,0,0,0,178,0,0,0
100720,872,9.8046e+09,0,0,0,333,0,0,0
100719,873,8.54541e+08,0,0,0,45,0,0,0
100620,874,2.3948e+10,0,0,0,820,0,0,0
100619,875,1.08169e+10,0,0,0,346,0,0,0
100616,876,1.96356e+08,0,0,0,19,0,0,0
100613,877,3.7523e+08,0,0,0,46,0,0,0
100610,878,4.7795e+07,0,0,0,17,0,0,0
100520,879,4.05937e+09,0,0,0,385,0,0,0
100519,880,1.30628e+10,0,0,0,451,0,0,0
100516,881,7.0887e+08,0,0,0,60,0,0,0
100513,882,3.64058e+09,0,0,0,169,0,0,0
100510,883,1.02318e+10,0,0,0,447,0,0,0
100420,884,1.10065e+10,0,0,0,370,0,0,0
100419,885,7.90679e+08,0,0,0,91,0,0,0
100416,886,9.17015e+09,0,0,0,424,0,0,0
100413,887,3.68043e+09,0,0,0,153,0,0,0
100410,888,1.33843e+10,0,0,0,605,0,0,0
100320,889,2.83307e+06,0,0,0,3,0,0,0
100316,890,1.5577e+10,0,0,0,762,0,0,0
100313,891,5.58319e+08,0,0,0,30,0,0,0
100310,892,1.27414e+10,0,0,0,612,0,0,0
100216,893,2.35223e+10,0,0,0,917,0,0,0
100215,894,2.28771e+07,0,0,0,12,0,0,0
100214,895,2.88423e+08,0,0,0,166,0,0,0
100213,896,1.16003e+07,0,0,0,2,0,0,0
100210,897,9.63734e+09,0,0,0,410,0,0,0
100116,898,2.1603e+09,0,0,0,376,0,0,0
100115,899,1.55158e+08,0,0,0,22,0,0,0
100114,900,1.05535e+10,0,0,0,497,0,0,0
100110,901,3.2548e+09,0,0,0,141,0,0,0
53411,902,2.25205e+09,0,0,0,403,0,0,0
53311,903,2.80604e+08,0,0,0,87,0,0,0
50013,904,1.22556e+09,0,0,0,37,0,0,0
43611,905,7.49894e+08,0,0,0,156,0,0,0
43211,906,1.15886e+08,0,0,0,37,0,0,0
40063,907,1.21309e+07,0,0,0,3,0,0,0
40062,908,1.21309e+07,0,0,0,3,0,0,0
40056,909,2.56346e+06,0,0,0,5,0,0,0
40055,910,1.12749e+09,0,0,0,53,0,0,0
40053,911,1.62718e+11,0,0,0,3599,0,0,0
40052,912,1.62718e+11,0,0,0,3600,0,0,0
40049,913,1.98343e+10,0,0,0,610,0,0,0
40046,914,3.65671e+09,0,0,0,212,0,0,0
40045,915,9.35664e+09,0,0,0,422,0,0,0
40043,916,3.83422e+10,0,0,0,1190,0,0,0
40042,917,1.10821e+11,0,0,0,2755,0,0,0
40039,918,5.60784e+10,0,0,0,1269,0,0,0
40037,919,2.84934e+08,0,0,0,24,0,0,0
40036,920,3.58977e+09,0,0,0,286,0,0,0
40035,921,3.37038e+09,0,0,0,279,0,0,0
40033,922,8.2249e+06,0,0,0,3,0,0,0
40032,923,1.36428e+11,0,0,0,3162,0,0,0
40029,924,6.21443e+07,0,0,0,6,0,0,0
40027,925,9.3456e+08,0,0,0,42,0,0,0
40026,926,8.61653e+09,0,0,0,429,0,0,0
40025,927,2.68902e+09,0,0,0,215,0,0,0
40022,928,1.19075e+10,0,0,0,393,0,0,0
40017,929,5.91913e+08,0,0,0,26,0,0,0
40016,930,1.33445e+09,0,0,0,159,0,0,0
40015,931,4.30745e+08,0,0,0,61,0,0,0
40013,932,7.26451e+08,0,0,0,58,0,0,0
40012,933,4.3757e+07,0,0,0,12,0,0,0
33511,934,2.00296e+07,0,0,0,53,0,0,0
32811,935,2.998e+07,0,0,0,55,0,0,0
32711,936,2.01757e+08,0,0,0,210,0,0,0
32611,937,5.72623e+07,0,0,0,61,0,0,0
32511,938,1.57426e+07,0,0,0,90,0,0,0
30078,939,2.8712e+10,0,0,0,775,0,0,0
30076,940,1.52748e+10,0,0,0,630,0,0,0
30075,941,1.94969e+08,0,0,0,26,0,0,0
30073,942,2.97428e+10,0,0,0,858,0,0,0
30072,943,7.58499e+08,0,0,0,270,0,0,0
30068,944,8.82365e+08,0,0,0,311,0,0,0
30066,945,1.01594e+10,0,0,0,756,0,0,0
30065,946,1.05473e+09,0,0,0,97,0,0,0
30063,947,4.23378e+10,0,0,0,1567,0,0,0
30062,948,3.55633e+10,0,0,0,1258,0,0,0
30059,949,1.74801e+06,0,0,0,3,0,0,0
30056,950,1.6716e+10,0,0,0,1155,0,0,0
30055,951,2.89598e+09,0,0,0,205,0,0,0
30053,952,8.02793e+10,0,0,0,2571,0,0,0
30052,953,6.46154e+10,0,0,0,2023,0,0,0
30049,954,2.94505e+09,0,0,0,204,0,0,0
30046,955,3.63729e+10,0,0,0,2152,0,0,0
30045,956,8.42567e+09,0,0,0,521,0,0,0
30043,957,2.57264e+10,0,0,0,1551,0,0,0
30042,958,8.07397e+10,0,0,0,2333,0,0,0
30039,959,1.34191e+10,0,0,0,528,0,0,0
30036,960,2.62117e+10,0,0,0,1734,0,0,0
30035,961,6.31003e+09,0,0,0,496,0,0,0
30033,962,1.51441e+09,0,0,0,117,0,0,0
30032,963,2.56317e+10,0,0,0,1055,0,0,0
30029,964,9.80651e+09,0,0,0,381,0,0,0
30026,965,2.31755e+10,0,0,0,1385,0,0,0
30025,966,4.62725e+09,0,0,0,341,0,0,0
30023,967,9.32574e+09,0,0,0,310,0,0,0
30022,968,1.10612e+10,0,0,0,452,0,0,0
30019,969,8.76334e+08,0,0,0,43,0,0,0
30016,970,1.82151e+09,0,0,0,355,0,0,0
30015,971,3.90079e+08,0,0,0,63,0,0,0
30013,972,3.30662e+08,0,0,0,47,0,0,0
30012,973,8.76334e+08,0,0,0,43,0,0,0
23711,974,1.00019e+07,0,0,0,8,0,0,0
22411,975,2.05088e+06,0,0,0,16,0,0,0
22311,976,3.47232e+07,0,0,0,106,0,0,0
22211,977,9.84298e+06,0,0,0,63,0,0,0
22111,978,4.02707e+06,0,0,0,29,0,0,0
22011,979,9.61342e+07,0,0,0,89,0,0,0
21911,980,6.26981e+07,0,0,0,75,0,0,0
21811,981,1.3569e+08,0,0,0,95,0,0,0
20078,982,1.7078e+09,0,0,0,65,0,0,0
20076,983,4.20358e+08,0,0,0,45,0,0,0
20073,984,1.85953e+09,0,0,0,70,0,0,0
20072,985,1.51728e+08,0,0,0,35,0,0,0
20068,986,3.43021e+08,0,0,0,51,0,0,0
20066,987,1.92068e+09,0,0,0,134,0,0,0
20065,988,4.67349e+07,0,0,0,6,0,0,0
20063,989,3.62153e+09,0,0,0,185,0,0,0
20062,990,3.27851e+09,0,0,0,171,0,0,0
20056,991,3.66111e+09,0,0,0,229,0,0,0
20055,992,4.09989e+08,0,0,0,40,0,0,0
20054,993,1.67011e+08,0,0,0,12,0,0,0
20053,994,5.09684e+09,0,0,0,262,0,0,0
20052,995,6.10718e+09,0,0,0,292,0,0,0
20046,996,1.17152e+10,0,0,0,776,0,0,0
20045,997,4.25745e+09,0,0,0,258,0,0,0
20043,998,1.35816e+10,0,0,0,684,0,0,0
20042,999,4.36115e+10,0,0,0,1576,0,0,0
20036,1000,2.2453e+10,0,0,0,1561,0,0,0
20035,1001,5.66782e+09,0,0,0,418,0,0,0
20033,1002,9.67105e+10,0,0,0,2506,0,0,0
20032,1003,2.37727e+11,0,0,0,6000,0,0,0
20027,1004,6.93776e+08,0,0,0,29,0,0,0
20026,1005,3.26447e+10,0,0,0,1846,0,0,0
20025,1006,7.45446e+09,0,0,0,471,0,0,0
20023,1007,1.34289e+09,0,0,0,152,0,0,0
20022,1008,9.61082e+10,0,0,0,3024,0,0,0
20017,1009,1.43346e+08,0,0,0,8,0,0,0
20016,1010,2.65755e+09,0,0,0,539,0,0,0
20015,1011,4.46836e+08,0,0,0,83,0,0,0
20013,1012,828590,0,0,0,1,0,0,0
20012,1013,1.37209e+08,0,0,0,37,0,0,0
13111,1014,3.98414e+07,0,0,0,101,0,0,0
12911,1015,2.68877e+07,0,0,0,86,0,0,0
10078,1016,9.40294e+09,0,0,0,311,0,0,0
10077,1017,2.03616e+07,0,0,0,6,0,0,0
10076,1018,3.27392e+09,0,0,0,225,0,0,0
10075,1019,7.7179e+07,0,0,0,4,0,0,0
10073,1020,1.06591e+10,0,0,0,378,0,0,0
10072,1021,1.2562e+09,0,0,0,239,0,0,0
10069,1022,2.11865e+08,0,0,0,19,0,0,0
10068,1023,6.15618e+08,0,0,0,183,0,0,0
10067,1024,4.71725e+08,0,0,0,25,0,0,0
10066,1025,8.96176e+09,0,0,0,647,0,0,0
10065,1026,3.06803e+08,0,0,0,19,0,0,0
10064,1027,2.94785e+07,0,0,0,5,0,0,0
10063,1028,4.98986e+10,0,0,0,1640,0,0,0
10062,1029,4.90866e+10,0,0,0,1603,0,0,0
10059,1030,8.45133e+08,0,0,0,61,0,0,0
10058,1031,9.07294e+06,0,0,0,3,0,0,0
10057,1032,9.42972e+08,0,0,0,53,0,0,0
10056,1033,1.19661e+10,0,0,0,906,0,0,0
10055,1034,4.91229e+08,0,0,0,44,0,0,0
10054,1035,2.41554e+08,0,0,0,17,0,0,0
10053,1036,1.93231e+11,0,0,0,4877,0,0,0
10052,1037,2.15188e+11,0,0,0,5425,0,0,0
